Sexo;Edad;Nacionalidad;Viaja_solo;Viaja_pareja;Viaja_hijo;Viaja_amigos;Viaja_otros;Noches;Tipo_alojamiento;Coste_vuelos;Coste_alojamiento;Visitas_totales_Islas;Visitas_total_GC;Satisfacción;Calificacion;Repetiria;Recomendaria;Nivel_educativo;Situacion_laboral;Ingresos;Personas_hogar;Cuatrimestre;Canal_visitas_anteriores;Canal_familia;Canal_redes_sociales;Canal_otro;Horas_fuera_alojamiento;A_playa;A_gastronomia;A_ocio;A_senderismo;A_otro_deporte;Año
1;62;Reino Unido;No;Si;No;No;No;9;4;414,6535827;670,5429174;9;0;5;3;9;5;3;7;2;2;Q4;Si;No;Si;No;8;Si;No;No;No;No;2019
1;47;Reino Unido;No;Si;Si;No;No;7;2;771,0267897;1246,83971;6;1;10;4;9;9;1;1;3;3;Q4;No;No;Si;No;3;Si;No;No;Si;No;2019
1;66;Reino Unido;No;Si;No;No;No;14;2;1559,243112;2521,476888;10;10;6;3;6;6;4;3;4;2;Q4;Si;No;No;No;2;No;No;No;No;Si;2019
6;42;Reino Unido;No;No;No;No;Si;7;4;837,8675427;1354,928957;1;1;9;4;10;10;4;2;3;3;Q4;Si;No;No;No;0;Si;No;No;No;No;2019
1;40;Noruega;No;No;No;No;Si;7;1;7244,486501;6238,644899;10;8;9;4;8;9;4;4;4;4;Q4;Si;No;No;No;0;Si;No;No;No;No;2019
6;36;Noruega;No;Si;No;No;No;7;6;599,97;599,97;3;3;8;3;8;8;4;7;3;2;Q4;Si;Si;Si;No;14;No;No;No;No;Si;2019
1;61;Noruega;No;Si;No;No;No;7;2;915,903072;788,736928;18;18;9;3;10;10;3;4;4;2;Q4;Si;No;No;No;20;Si;No;Si;No;No;2019
6;33;Noruega;No;Si;Si;No;No;7;4;1010,081016;869,838984;3;3;7;3;8;8;3;1;4;4;Q4;No;No;Si;No;6;Si;Si;No;No;No;2019
6;41;Noruega;No;Si;No;No;No;6;3;1262,628887;1087,322513;2;2;8;3;10;10;3;1;2;2;Q4;Si;No;Si;No;10;Si;No;No;No;No;2019
6;48;Noruega;No;Si;No;Si;No;7;4;678,0572332;583,9141668;5;3;8;3;7;7;4;1;3;2;Q4;No;No;Si;No;8;No;No;No;Si;No;2019
6;40;Noruega;No;No;Si;No;No;7;5;2472,7;4450,86;2;2;8;3;9;9;4;3;4;4;Q4;Si;Si;No;No;12;Si;No;No;No;No;2019
1;57;Noruega;Si;No;No;No;No;14;4;824,8905772;710,3608228;20;20;9;3;10;10;3;1;2;1;Q4;Si;No;Si;No;10;Si;No;No;No;No;2019
1;55;Noruega;Si;No;No;No;No;21;2;744,8814326;566,9914674;7;5;10;5;10;10;3;1;2;2;Q4;Si;No;No;No;6;Si;No;Si;No;No;2019
6;47;Noruega;No;No;No;No;Si;10;5;1483,65;1483,65;13;13;7;3;8;8;4;1;4;3;Q4;Si;No;No;No;12;Si;No;No;Si;No;2019
1;40;Otros;No;Si;No;No;No;1;2;100;30;1;0;8;3;10;10;4;1;2;4;Q4;Si;No;Si;No;12;Si;Si;No;No;No;2019
6;67;Noruega;No;Si;No;No;No;21;3;840,7642623;2176,095738;18;15;8;3;10;10;4;7;2;2;Q4;No;No;Si;No;5;No;No;No;No;Si;2019
6;50;Noruega;Si;No;No;No;No;3;5;308,099431;161,220569;6;4;8;3;10;10;2;1;2;2;Q4;Si;No;No;No;10;Si;No;No;No;No;2019
6;45;Noruega;No;Si;Si;No;No;7;5;2769,48;2077,11;16;14;9;3;10;10;3;1;4;4;Q4;Si;No;No;No;3;Si;No;No;No;No;2019
6;48;Suecia;No;Si;Si;No;No;7;2;2298,113447;1979,037953;1;1;8;4;7;7;4;7;4;4;Q4;Si;Si;No;No;3;Si;Si;No;Si;No;2019
6;61;Suecia;No;Si;No;No;No;7;4;766,4430832;660,0283168;4;2;8;4;8;8;4;1;2;1;Q4;No;No;Si;No;16;Si;No;No;No;No;2019
1;66;Suecia;No;Si;No;No;No;7;2;1346,630369;1159,661031;8;1;9;4;7;7;4;7;4;2;Q4;Si;No;No;No;8;No;No;No;No;Si;2019
6;56;Suecia;No;Si;No;No;No;7;4;908,079984;782,000016;5;5;10;3;8;10;4;1;3;1;Q4;No;No;No;No;6;No;No;Si;No;No;2019
6;48;Suecia;No;Si;Si;No;No;7;4;2522,494548;2172,265452;3;2;10;4;8;10;4;1;2;4;Q4;No;No;Si;No;1;Si;No;No;No;No;2019
6;37;Suecia;No;No;No;No;Si;8;1;1963,483007;1690,868393;10;3;8;3;8;7;4;1;2;1;Q4;Si;No;No;No;2;Si;No;No;No;No;2019
1;57;Suecia;No;Si;Si;No;No;7;3;2557,328459;2202,262941;6;4;6;3;4;5;3;1;4;3;Q4;Si;No;No;No;3;Si;No;No;No;No;2019
1;52;Suecia;No;Si;No;No;No;7;2;1598,849735;1376,861665;3;3;10;3;9;9;4;1;2;1;Q4;Si;No;No;No;8;Si;No;No;No;No;2019
6;19;Suecia;No;No;No;No;Si;7;3;1296,156407;1116,194993;1;0;9;3;10;10;3;7;1;2;Q4;Si;No;No;No;1;No;No;No;No;Si;2019
6;36;Dinamarca;No;Si;Si;No;No;14;4;1708,974743;1471,696657;9;0;10;4;10;10;4;4;4;4;Q4;Si;No;Si;No;12;No;No;No;No;Si;2019
1;51;Suecia;Si;No;No;No;No;8;4;388,0764232;334,1949768;2;1;7;3;5;6;3;4;3;1;Q4;Si;No;No;No;5;No;No;No;No;Si;2019
6;45;Suecia;No;Si;Si;Si;No;7;4;2320,5987;1998,4013;5;3;8;3;7;8;4;1;3;4;Q4;Si;No;No;No;2;Si;No;No;No;No;2019
1;27;Suecia;No;No;No;No;Si;6;2;554,944932;477,895068;3;1;8;3;7;10;3;3;1;2;Q4;Si;No;No;No;7;No;No;Si;No;No;2019
1;43;Suecia;No;No;Si;No;No;8;4;2305,076855;1985,034545;2;2;10;5;10;10;3;1;2;4;Q4;Si;No;No;No;10;Si;No;No;No;No;2019
1;75;Suecia;No;Si;No;No;No;12;4;756,690336;651,629664;15;6;8;3;2;7;4;7;2;2;Q4;No;No;Si;No;6;Si;No;No;No;No;2019
6;60;Suecia;No;No;No;No;Si;7;2;1447,503071;1246,528329;15;1;9;3;9;10;4;7;4;2;Q4;Si;No;No;No;8;Si;No;No;No;No;2019
6;72;Otros;No;Si;No;No;No;8;2;863,0707697;1386,85303;4;1;10;3;10;10;4;6;4;3;Q4;No;No;No;No;8;Si;No;No;No;No;2019
1;45;Reino Unido;No;No;No;No;Si;7;4;349,7815039;437,0184961;2;2;8;4;8;8;4;7;4;1;Q4;Si;No;No;No;6;Si;No;No;No;No;2019
6;68;Otros;No;Si;No;No;No;14;3;1323,375426;2126,508374;3;3;7;4;8;8;2;7;2;2;Q4;Si;No;No;No;5;Si;No;No;No;No;2019
6;33;Otros;No;Si;No;No;No;1;5;965,661372;2034,218628;2;2;7;4;7;7;3;1;2;2;Q4;Si;No;No;No;7;Si;No;No;No;No;2019
6;70;Finlandia;No;Si;No;No;No;28;3;2620,665383;2256,806017;15;15;7;3;7;9;3;7;3;2;Q4;Si;No;No;No;6;Si;No;No;No;No;2019
6;53;Finlandia;No;No;Si;No;No;7;5;3265,242701;2811,888699;10;10;9;3;9;9;4;1;3;4;Q4;Si;No;No;No;5;Si;No;Si;No;No;2019
1;56;Finlandia;No;Si;No;No;No;7;2;1611,932238;1388,127762;10;5;9;4;9;9;3;1;4;2;Q4;Si;Si;Si;No;12;Si;No;Si;No;No;2019
6;51;Finlandia;No;Si;No;No;No;7;4;1116,074939;961,1164608;5;3;9;3;10;10;3;1;2;2;Q4;Si;No;Si;No;12;No;No;No;No;Si;2019
6;57;Finlandia;No;Si;No;No;No;7;3;1545,968669;1331,322731;9;4;8;3;8;10;4;1;4;2;Q4;Si;No;Si;No;6;Si;Si;No;No;No;2019
1;46;Finlandia;No;No;Si;No;No;7;2;1868,33255;1608,92885;4;1;8;3;7;9;2;6;4;3;Q4;Si;Si;No;No;4;No;No;No;No;Si;2019
6;34;Suecia;No;Si;Si;Si;No;14;4;1195,358927;1029,392473;2;2;8;3;8;8;3;1;3;4;Q4;Si;No;Si;No;12;Si;No;No;No;No;2019
1;57;Suecia;No;No;No;Si;No;10;6;469,4;469,4;8;1;9;4;9;10;4;3;3;4;Q4;Si;Si;No;No;12;Si;Si;Si;No;No;2019
1;39;Suecia;No;No;No;No;Si;4;4;394,345946;300,4540541;1;1;8;3;6;9;4;4;3;2;Q4;Si;No;Si;No;13;Si;No;No;Si;No;2019
1;46;Suecia;No;Si;Si;No;No;14;4;1126,473988;497,5260116;5;4;8;3;8;8;4;4;4;5;Q4;Si;No;No;No;5;No;No;No;No;Si;2019
6;48;Suecia;No;Si;No;No;No;7;4;1195,283705;1029,327695;4;3;10;3;8;10;4;1;3;1;Q4;Si;No;No;No;5;No;No;No;No;Si;2019
1;42;Suecia;No;No;Si;No;No;14;4;3279,30309;2823,99691;5;4;8;3;10;9;4;4;4;5;Q4;Si;No;No;No;5;Si;Si;No;No;No;2019
1;73;Suecia;No;Si;No;No;No;6;3;1164,264615;1032,815385;1;1;9;4;8;9;3;7;2;2;Q4;No;Si;No;No;9;No;Si;No;No;No;2019
6;58;Suecia;No;Si;No;No;No;9;6;563,328;375,552;15;13;10;4;10;10;4;1;3;2;Q4;No;Si;No;No;8;No;Si;No;No;No;2019
6;62;Suecia;No;Si;No;No;No;14;5;704,2;845,04;12;11;8;3;10;10;3;2;4;2;Q4;No;No;No;No;4;No;No;No;No;Si;2019
1;57;Suecia;No;Si;No;No;No;5;2;1200;800;1;1;7;3;5;7;4;1;4;2;Q4;No;No;Si;No;10;Si;No;No;No;No;2019
6;53;Suecia;No;Si;No;No;No;7;2;1210,773312;1042,666688;3;3;10;3;10;10;2;7;2;3;Q4;Si;No;No;No;5;No;No;No;No;Si;2019
1;61;España;No;No;Si;No;No;9;1;1799,986765;4999,963235;20;12;10;3;10;10;4;4;4;3;Q4;Si;No;No;No;10;No;No;No;Si;No;2019
6;28;España;No;No;No;No;Si;8;1;300,032;1200,128;5;4;10;3;10;10;4;2;3;4;Q4;Si;No;No;No;2;Si;No;No;No;No;2019
1;50;España;No;Si;No;Si;No;7;5;199,9963636;899,9836364;1;1;7;4;5;8;4;2;3;1;Q4;Si;Si;Si;No;10;No;Si;No;No;No;2019
1;72;Reino Unido;No;No;No;No;Si;8;2;681,9631007;1102,813399;2;2;9;3;10;10;4;7;2;1;Q4;Si;No;No;No;5;No;No;No;No;Si;2019
6;54;Reino Unido;No;Si;No;No;No;10;3;993,8178367;1607,118663;5;1;9;3;10;10;3;1;1;2;Q4;Si;No;Si;No;9;Si;No;Si;No;No;2019
6;56;Reino Unido;No;Si;No;No;No;10;1;3310,299087;5353,137413;4;1;10;4;10;10;3;2;3;3;Q4;Si;No;Si;No;12;No;No;No;No;Si;2019
6;55;Reino Unido;No;Si;Si;No;No;7;2;2642,059681;4272,516819;3;1;10;3;10;10;4;1;4;5;Q4;Si;No;Si;No;3;Si;No;No;Si;No;2019
6;61;Reino Unido;No;No;No;No;Si;7;3;949,2420507;1535,034449;2;0;10;3;10;10;4;1;4;3;Q4;Si;Si;Si;No;10;No;No;No;No;Si;2019
6;61;Reino Unido;Si;No;No;No;No;10;2;891,3386167;1441,397883;3;2;8;3;7;9;3;7;1;1;Q4;No;Si;Si;No;2;No;No;No;No;Si;2019
6;59;Reino Unido;No;Si;No;No;No;7;4;309,623272;500,696728;20;19;10;5;10;10;3;7;1;2;Q4;Si;No;No;No;6;No;No;No;No;Si;2019
1;53;Reino Unido;No;Si;No;No;No;7;4;559,6416;606,2784;6;3;10;4;10;10;1;1;1;2;Q4;Si;No;No;No;6;Si;Si;No;No;No;2019
6;38;Reino Unido;No;Si;Si;No;No;10;3;1305,611437;2111,325063;2;1;10;4;9;10;4;1;3;2;Q4;No;No;Si;No;8;Si;Si;Si;Si;No;2019
1;32;Reino Unido;No;No;No;No;Si;7;2;236,4879947;382,4285054;7;7;10;3;10;10;4;1;3;1;Q4;Si;Si;Si;No;6;No;No;Si;Si;No;2019
1;46;Otros;Si;No;No;Si;No;10;4;1000;2000;6;0;8;3;10;8;2;7;2;1;Q4;Si;No;No;No;7;No;No;No;No;Si;2019
1;49;Otros;No;No;No;No;Si;13;3;700,0175;900,0225;6;2;8;4;8;8;4;2;3;2;Q4;Si;No;No;No;5;No;No;No;No;Si;2019
1;52;España;Si;No;No;No;No;20;3;80;1200;20;9;9;3;9;9;4;2;2;1;Q4;Si;No;No;No;12;Si;No;Si;Si;No;2019
6;50;Reino Unido;No;No;Si;No;No;3;2;503,7554817;814,6310184;2;2;8;5;8;8;1;2;2;3;Q4;No;No;Si;No;16;Si;No;No;No;No;2019
6;63;Dinamarca;No;Si;No;No;No;14;6;1165,914468;3000,065532;4;4;9;4;10;10;3;7;4;1;Q4;Si;No;Si;No;6;No;Si;No;Si;No;2019
1;44;Reino Unido;No;Si;No;No;No;10;4;699,54;1632,26;10;10;9;4;10;10;4;1;3;2;Q4;Si;No;No;No;6;Si;No;Si;No;No;2019
1;78;Reino Unido;Si;No;No;Si;No;17;2;668,212659;1080,577341;7;7;7;3;9;9;4;7;4;1;Q4;Si;No;No;No;8;Si;No;No;No;No;2019
1;45;Reino Unido;No;No;Si;No;No;8;2;1282,475472;1807,124528;1;1;10;5;8;10;4;1;4;2;Q4;No;Si;No;No;2;Si;No;No;No;No;2019
1;52;Reino Unido;No;Si;No;No;No;9;4;771,0611787;1246,895321;10;0;8;3;10;10;4;5;1;2;Q4;Si;No;No;No;5;Si;Si;Si;Si;No;2019
6;59;Reino Unido;No;Si;No;No;No;7;4;236,4879947;382,4285054;3;0;10;5;10;10;4;1;2;2;Q4;No;No;Si;No;16;Si;Si;No;No;No;2019
6;52;Reino Unido;No;Si;No;No;No;7;4;757,82;757,82;8;0;10;5;10;10;4;1;3;2;Q4;Si;No;No;No;6;Si;No;No;No;No;2019
6;31;Otros;No;Si;No;No;No;5;5;233,1913095;150,0086905;2;2;10;5;10;10;4;1;2;2;Q4;Si;Si;Si;Si;8;Si;No;No;No;No;2019
6;47;Reino Unido;No;Si;No;Si;No;7;2;1748,88;1165,92;1;0;7;3;7;7;4;1;2;3;Q4;No;Si;No;No;10;Si;No;Si;No;No;2019
6;54;Reino Unido;No;Si;No;No;No;7;4;897,7084058;711,1715942;8;3;7;3;7;7;1;2;3;2;Q4;Si;No;No;No;8;No;Si;No;No;No;2019
6;60;Reino Unido;No;Si;No;No;No;7;4;424,3383239;682,9216761;2;2;9;3;9;9;4;1;3;2;Q4;Si;No;No;No;8;Si;Si;No;No;No;2019
1;49;Reino Unido;No;Si;No;No;No;7;6;500,0333333;400,0266667;7;2;9;4;9;9;4;4;4;2;Q4;Si;No;Si;No;8;Si;No;No;Si;No;2019
1;37;Italia;No;Si;No;No;No;14;4;400,0123077;900,0276923;2;1;10;5;10;10;4;2;4;3;Q4;No;Si;Si;No;8;Si;No;No;No;No;2019
6;26;Paises Bajos;No;No;No;Si;No;7;4;400,0168421;550,0231579;20;2;6;3;7;7;4;1;2;1;Q4;Si;Si;Si;No;12;Si;Si;No;Si;No;2019
1;58;Paises Bajos;No;No;No;No;Si;7;4;799,9786667;699,9813333;2;2;8;3;9;9;3;1;2;1;Q4;Si;Si;No;No;8;Si;No;Si;No;No;2019
1;55;Bélgica;No;Si;Si;No;No;4;4;779,9820173;954,9779827;4;1;8;4;10;10;4;1;3;2;Q4;No;No;Si;No;10;No;Si;No;Si;No;2019
1;54;Paises Bajos;No;No;Si;No;No;12;4;900,0847059;800,0752941;2;2;8;5;9;9;4;1;2;4;Q4;No;No;Si;No;4;Si;Si;Si;No;No;2019
6;65;Alemania;No;Si;No;No;No;7;4;1044,229427;1834,021474;15;15;9;3;10;10;4;7;4;3;Q4;Si;No;Si;No;3;Si;No;No;No;No;2019
6;51;Otros;No;Si;Si;No;No;7;2;1732,92213;2784,60167;8;3;9;3;9;9;3;2;2;3;Q4;Si;No;Si;No;14;Si;Si;No;No;No;2019
6;24;Alemania;No;No;No;Si;No;7;2;1769,793147;3108,357754;2;1;9;3;10;9;4;1;2;1;Q4;Si;No;Si;No;8;Si;No;No;No;No;2019
1;49;Alemania;No;Si;Si;No;No;7;2;1769,793147;3108,357754;2;1;9;3;9;9;4;1;3;3;Q4;Si;No;Si;Si;8;Si;No;No;No;No;2019
6;56;Alemania;No;No;No;No;Si;7;2;1733,502263;3044,618638;6;3;8;3;10;10;4;2;2;1;Q4;Si;No;No;No;5;Si;No;No;No;No;2019
6;21;Alemania;No;Si;No;No;No;6;2;500,0076585;878,1832415;1;1;9;3;6;9;4;3;2;4;Q4;No;No;Si;No;5;Si;No;No;No;No;2019
1;43;Alemania;No;Si;Si;No;No;1;5;2220,45532;4677,51088;2;0;8;3;8;8;4;4;4;5;Q4;Si;No;Si;No;2;No;No;No;No;Si;2019
1;47;España;No;No;Si;Si;No;7;2;399,9927273;1799,967273;1;1;9;3;9;10;4;1;1;5;Q4;No;Si;No;No;6;Si;Si;No;Si;No;2019
1;32;Italia;No;No;No;No;Si;5;4;160;250;2;2;10;3;10;10;4;1;2;3;Q4;Si;No;No;No;15;Si;Si;Si;No;No;2019
6;57;Bélgica;No;Si;No;Si;No;5;1;450;2000;10;8;10;3;10;10;3;3;1;4;Q4;Si;No;No;No;6;No;No;No;Si;No;2019
6;38;Alemania;No;Si;No;No;No;1;6;349,9852632;599,9747368;12;3;10;5;10;10;4;1;2;1;Q4;Si;No;Si;No;7;Si;Si;No;No;No;2019
6;45;España;No;Si;No;No;No;5;2;140;630;2;1;7;4;10;10;2;1;3;3;Q4;No;No;Si;No;12;No;No;No;No;Si;2019
1;32;Italia;No;Si;No;No;No;5;2;267,89;432,11;3;3;10;3;10;10;4;1;2;2;Q4;Si;No;Si;No;8;Si;No;Si;No;No;2019
1;60;España;No;Si;Si;No;No;10;6;275;745;3;0;8;4;7;9;3;1;2;4;Q4;No;No;Si;No;10;Si;Si;No;No;No;2019
6;45;España;No;Si;No;No;No;4;3;320;370;3;1;7;4;8;9;3;2;3;2;Q4;No;No;Si;No;5;No;No;No;No;Si;2019
6;20;Francia;No;No;No;No;Si;7;5;800,016;700,014;5;2;9;3;9;9;4;6;2;3;Q4;No;Si;No;No;8;Si;No;No;Si;No;2019
1;32;España;No;No;No;No;Si;3;6;150,01875;90,01125;1;0;10;3;10;10;4;1;1;1;Q4;No;Si;No;No;12;Si;Si;No;No;No;2019
6;39;España;No;No;No;No;Si;10;2;750,0375;1250,0625;5;0;9;3;10;10;4;2;2;2;Q4;Si;No;No;No;8;Si;No;No;No;No;2019
6;50;España;No;Si;No;No;No;4;1;1125,11152;1675,06648;19;9;9;3;10;10;4;1;3;2;Q4;Si;No;No;No;5;No;No;No;No;Si;2019
1;40;España;No;Si;No;No;No;4;4;400;400;5;4;10;5;10;10;4;1;3;2;Q4;Si;No;Si;No;10;Si;Si;Si;No;No;2019
6;31;España;No;Si;No;No;No;4;4;180;252;5;1;10;3;10;10;4;1;3;2;Q4;Si;Si;No;No;10;Si;No;No;No;No;2019
6;51;España;No;Si;No;No;No;6;4;800;600;8;3;8;3;9;9;4;2;4;2;Q4;Si;Si;Si;No;9;Si;Si;No;No;No;2019
6;25;España;No;Si;No;Si;No;4;4;200;190;1;1;8;3;8;9;4;1;2;2;Q4;No;Si;Si;No;12;Si;No;No;No;No;2019
6;38;España;No;No;No;No;Si;5;3;964,3915204;1435,78648;3;3;10;4;10;10;4;1;2;4;Q4;Si;No;Si;No;3;Si;No;No;No;No;2019
1;48;España;No;Si;No;No;No;5;4;300;280;6;5;9;3;8;9;2;2;2;2;Q4;Si;No;No;No;8;Si;No;No;No;No;2019
1;38;España;No;No;Si;No;No;4;2;1300;1300;3;1;9;4;10;10;4;1;4;4;Q4;Si;Si;Si;No;6;Si;No;No;No;No;2019
6;55;España;No;Si;No;No;No;5;4;290;460;3;2;7;3;10;10;3;1;3;2;Q4;Si;No;No;No;12;Si;Si;No;No;No;2019
1;41;Otros;No;Si;Si;No;No;11;3;329,9732948;1399,886705;4;2;9;4;9;10;4;1;4;3;Q4;Si;Si;Si;No;4;Si;No;No;Si;No;2019
6;28;Otros;No;Si;No;No;No;9;6;350,0780488;606,8019512;3;1;10;4;10;10;4;1;1;1;Q4;Si;No;Si;No;10;Si;Si;No;No;No;2019
6;33;Alemania;No;No;No;No;Si;6;3;253,945488;446,014512;2;2;8;3;8;8;4;1;2;1;Q4;Si;No;Si;No;10;Si;No;No;No;No;2019
1;23;Alemania;No;Si;No;No;No;7;2;536,3094265;941,9414735;2;1;9;4;9;9;4;1;4;2;Q4;No;No;Si;No;10;Si;No;Si;No;No;2019
6;24;Alemania;No;Si;No;No;No;6;2;318,5931465;559,5577535;1;0;8;4;10;10;4;1;2;2;Q4;No;No;Si;No;7;Si;No;No;No;No;2019
6;67;Alemania;No;Si;No;No;No;1;5;1254,803605;2643,312595;20;1;6;3;9;9;4;7;2;2;Q4;Si;No;No;No;7;Si;No;No;No;No;2019
1;69;Alemania;No;Si;No;No;No;7;4;173,5021705;304,7287295;12;12;8;3;10;10;4;7;2;2;Q4;Si;Si;No;No;10;Si;Si;No;No;No;2019
1;60;Alemania;No;Si;No;No;No;4;2;1542,507674;1796,253526;10;3;10;3;10;10;4;1;4;2;Q4;Si;No;Si;No;10;No;No;No;No;Si;2019
1;71;Suecia;No;Si;No;No;No;7;3;605,386656;521,333344;10;6;7;3;8;8;3;7;4;2;Q4;Si;No;Si;No;4;Si;No;No;No;No;2019
6;47;Suecia;No;No;Si;No;No;17;4;516,3809302;1502,19907;9;9;10;4;10;10;3;6;3;5;Q4;Si;No;Si;No;12;Si;No;No;No;No;2019
1;23;Suecia;No;Si;No;No;No;7;2;1447,503071;1246,528329;3;2;10;4;8;8;1;4;2;2;Q4;Si;No;No;No;4;No;No;Si;No;No;2019
6;68;Suecia;No;Si;No;No;No;8;2;918,13824;790,66176;25;19;9;3;9;9;3;7;2;2;Q4;No;No;Si;No;7;Si;No;No;No;No;2019
1;55;Suecia;No;Si;No;No;No;7;3;1513,46664;1303,33336;6;4;8;3;8;8;3;1;2;2;Q4;Si;No;Si;No;2;No;No;No;No;Si;2019
1;52;Suecia;Si;No;No;No;No;7;3;842,1164152;725,1949848;14;9;9;3;10;10;4;1;3;1;Q4;Si;No;No;No;5;No;No;No;No;Si;2019
1;56;Suecia;Si;No;No;No;No;7;4;644,765373;555,244627;10;10;9;3;10;10;2;4;3;2;Q4;No;No;Si;No;0;Si;No;No;No;No;2019
6;50;Suecia;Si;No;No;No;No;7;5;655,823007;564,766993;3;2;9;4;9;9;4;1;3;1;Q4;No;Si;Si;No;8;Si;No;No;No;No;2019
6;34;España;No;No;No;No;Si;7;4;150,0009677;1400,009032;8;8;8;3;8;8;4;1;2;3;Q4;No;No;Si;No;4;Si;No;No;No;No;2019
6;42;España;No;Si;Si;No;No;7;2;1205,33973;1794,51027;3;3;8;4;9;9;4;1;4;5;Q4;Si;No;No;No;10;Si;No;No;No;No;2019
1;58;España;No;Si;No;No;No;5;4;250;300;3;2;8;3;8;8;4;1;2;2;Q4;Si;No;No;No;10;Si;No;No;No;No;2019
1;49;España;No;Si;No;No;No;7;3;327,9747692;191,9852308;5;4;8;3;8;8;3;1;2;2;Q4;No;No;Si;No;12;Si;Si;No;No;No;2019
6;43;España;Si;No;No;No;No;5;5;330;150;2;1;10;5;10;10;4;1;4;1;Q4;No;No;Si;No;10;Si;No;No;No;No;2019
1;36;España;No;Si;No;No;No;5;2;763,4915204;1136,68648;12;6;7;3;10;10;4;1;2;2;Q4;Si;No;No;No;8;Si;No;No;No;No;2019
6;73;España;No;Si;Si;No;No;8;3;2772,49152;4127,68648;4;4;8;3;8;8;3;7;2;2;Q4;Si;No;Si;No;8;Si;No;No;No;No;2019
1;39;Otros;No;Si;Si;No;No;10;4;900;1000;3;1;8;4;9;9;3;1;2;4;Q4;No;No;Si;No;10;Si;No;No;Si;No;2019
1;27;España;No;Si;No;No;No;7;4;957,7996413;242,1403587;1;1;9;5;10;10;4;2;1;3;Q4;Si;Si;No;No;14;Si;Si;No;Si;No;2019
1;40;España;No;Si;No;No;No;5;4;300;450;3;1;8;3;8;8;4;1;4;2;Q4;No;No;Si;No;10;Si;Si;Si;No;No;2019
6;59;Francia;No;Si;No;No;No;8;2;528,6903898;843,8184102;2;0;10;3;8;8;4;3;2;2;Q4;Si;No;No;No;6;Si;No;No;No;No;2019
1;33;Italia;No;Si;No;No;No;7;4;999,96;499,98;1;1;10;3;10;10;4;1;2;2;Q4;No;No;Si;No;15;Si;Si;No;No;No;2019
1;50;España;No;No;Si;No;No;5;1;1084,95161;1615,27639;15;4;10;4;10;10;4;1;4;3;Q4;Si;No;Si;No;1;Si;No;No;No;No;2019
1;40;Otros;No;No;Si;No;No;8;4;901,3924097;1448,43139;3;1;8;4;5;8;3;1;1;5;Q4;No;Si;No;No;3;Si;No;No;No;No;2019
1;25;Otros;No;Si;No;No;No;7;3;326,0384417;523,9053583;2;2;9;5;9;7;3;1;1;2;Q4;Si;Si;No;No;4;No;No;No;No;Si;2019
1;41;Alemania;Si;No;No;No;No;10;4;210,424;369,576;14;3;7;4;10;10;3;1;2;1;Q4;Si;No;No;No;10;Si;No;Si;No;No;2019
6;25;Alemania;No;Si;No;Si;No;7;2;391,1458905;686,9850095;2;1;8;4;8;8;4;1;4;2;Q4;No;No;Si;No;5;No;No;No;Si;No;2019
1;25;Alemania;Si;No;No;No;No;8;4;160;140;7;1;9;4;9;9;4;1;2;1;Q4;Si;Si;Si;No;8;Si;Si;No;Si;No;2019
6;51;Alemania;No;Si;No;Si;No;10;2;420;1100;3;2;9;5;10;10;4;1;3;2;Q4;Si;Si;Si;No;8;Si;No;No;Si;No;2019
1;55;Alemania;No;No;No;No;Si;7;2;246,0331465;432,1177535;5;1;7;4;8;8;4;1;2;1;Q4;Si;Si;Si;No;8;Si;Si;No;No;No;2019
6;65;Alemania;No;Si;No;No;No;10;3;400;975;12;3;8;4;10;10;4;7;2;2;Q4;Si;No;Si;No;10;Si;Si;No;No;No;2019
6;24;Alemania;No;Si;No;No;No;10;6;240;300;2;1;8;4;4;10;4;6;1;2;Q4;No;No;Si;No;7;Si;Si;No;No;No;2019
1;32;Alemania;No;Si;No;No;No;3;5;720,0163636;1040,023636;2;1;8;3;10;10;4;11;2;2;Q4;Si;No;Si;No;6;Si;No;No;No;No;2019
1;64;Alemania;No;Si;No;No;No;15;2;899,1239385;1579,166962;20;17;10;4;10;10;3;7;2;2;Q4;Si;No;Si;No;4;Si;Si;No;Si;No;2019
1;50;Alemania;No;Si;No;No;No;12;2;700;1400;5;5;9;4;10;10;4;1;4;2;Q4;Si;No;Si;No;15;Si;Si;No;Si;No;2019
6;60;Italia;No;Si;No;No;No;7;2;617,7413665;996,4247335;3;1;9;3;6;9;3;7;2;2;Q4;No;No;Si;No;10;Si;No;No;No;No;2019
6;53;Italia;No;Si;No;No;No;7;2;531,2128965;856,8532035;1;1;8;3;9;9;4;1;2;5;Q4;No;Si;Si;No;18;Si;No;No;Si;No;2019
1;45;Italia;Si;No;No;No;No;7;3;225,0682045;363,0378955;7;2;8;4;8;8;4;2;4;1;Q4;No;No;No;No;15;Si;No;No;No;No;2019
6;67;Italia;No;Si;No;No;No;8;2;607,7682045;980,3378955;6;1;7;3;9;9;3;7;1;2;Q4;Si;No;No;No;9;Si;No;No;No;No;2019
1;41;Italia;No;No;Si;No;No;8;2;952,1982045;1535,907896;1;1;9;3;9;10;4;1;2;4;Q4;No;No;No;No;4;Si;No;No;No;No;2019
