Sexo;Edad;Nacionalidad;Viaja_solo;Viaja_pareja;Viaja_hijo;Viaja_amigos;Viaja_otros;Noches;Tipo_alojamiento;Coste_vuelos;Coste_alojamiento;Visitas_totales_Islas;Visitas_total_GC;Satisfacción;Calificacion;Repetiria;Recomendaria;Nivel_educativo;Situacion_laboral;Ingresos;Personas_hogar;Cuatrimestre;Canal_visitas_anteriores;Canal_familia;Canal_redes_sociales;Canal_otro;Horas_fuera_alojamiento;A_playa;A_gastronomia;A_ocio;A_senderismo;A_otro_deporte;Año
6;30;Alemania;No;Si;Si;No;No;15;2;499,95;1499,85;25;16;9;5;9;9;4;1;2;1;Q1;Si;No;No;No;8;Si;No;No;Si;No;2019
6;46;Italia;No;Si;No;No;No;7;3;521,736138;1178,283862;6;5;10;3;10;10;3;1;2;2;Q1;Si;No;No;No;8;Si;No;Si;No;No;2019
1;72;Alemania;No;Si;No;No;No;7;3;519,7718634;948,5102366;3;3;9;3;8;8;4;3;4;4;Q1;Si;Si;No;No;8;No;No;No;No;Si;2019
1;70;Alemania;No;Si;No;Si;No;7;1;530,98584;968,97416;5;5;8;3;5;10;3;7;2;2;Q1;Si;No;No;No;5;Si;No;No;No;No;2019
1;65;Alemania;No;No;No;No;Si;10;4;200;1100;10;9;10;3;10;10;4;2;4;5;Q1;Si;No;Si;No;10;Si;Si;No;No;No;2019
1;74;Alemania;No;Si;No;No;No;10;1;179,9106234;328,3114766;2;2;7;3;8;8;3;1;2;3;Q1;No;Si;Si;No;6;No;No;No;No;Si;2019
6;21;Alemania;No;Si;No;No;No;9;2;1333,971863;2434,310237;1;1;8;3;8;8;3;2;2;2;Q1;No;Si;Si;No;0;Si;Si;No;No;No;2019
1;35;Alemania;No;No;Si;No;No;6;2;1015,350623;1852,871477;4;2;9;3;10;9;4;1;2;4;Q1;Si;No;Si;No;6;No;Si;No;No;No;2019
1;74;Alemania;No;Si;No;No;No;18;5;1947,02832;3553,05168;7;7;9;3;9;9;3;11;2;2;Q1;Si;No;No;No;5;Si;No;No;No;No;2019
6;52;Alemania;No;Si;No;No;No;7;3;625,9293834;1142,232717;3;2;9;3;9;9;4;3;4;4;Q1;No;No;Si;No;12;No;No;No;No;Si;2019
6;64;Alemania;No;Si;No;No;No;10;2;354;646;4;0;7;3;7;7;4;3;3;3;Q1;Si;No;Si;No;4;Si;Si;No;No;No;2019
1;53;Alemania;No;Si;No;No;No;11;2;873,7364634;1594,445637;6;6;6;2;3;5;4;2;4;2;Q1;Si;No;Si;No;3;Si;No;No;No;No;2019
1;30;Noruega;No;Si;No;No;No;7;4;1326,2704;1224,2496;4;4;9;3;10;10;4;1;2;2;Q1;Si;Si;Si;No;8;Si;Si;Si;No;No;2019
6;53;Noruega;Si;No;No;Si;No;7;6;49,39452;93,40548;3;3;10;5;10;10;4;2;3;2;Q1;No;Si;Si;No;7;Si;No;No;No;No;2019
1;39;Noruega;No;No;No;No;Si;7;3;406,4735237;768,6450763;12;12;10;4;10;10;3;1;4;2;Q1;Si;No;No;No;5;No;No;Si;No;No;2019
1;62;Noruega;No;Si;No;No;No;7;3;567,988554;1074,071446;3;2;8;4;5;5;4;7;3;2;Q1;No;No;No;No;10;Si;No;No;No;No;2019
6;55;Otros;No;Si;No;No;No;11;2;1082,671128;1917,248872;4;2;8;3;8;7;4;6;4;4;Q1;No;No;Si;No;10;No;No;No;No;Si;2019
6;53;Noruega;No;Si;No;No;No;14;4;512,4053987;968,9632013;7;7;9;3;10;10;4;8;4;2;Q1;Si;No;Si;No;8;Si;No;No;No;No;2019
6;60;Noruega;No;Si;No;No;No;14;3;917,478996;1734,961004;8;8;10;3;10;10;3;1;4;2;Q1;Si;No;No;No;5;Si;No;No;No;No;2019
6;47;Noruega;No;Si;No;No;No;7;4;247,7088827;468,4197173;14;14;7;3;8;7;4;1;4;2;Q1;No;No;Si;No;10;Si;No;Si;No;No;2019
6;65;Noruega;No;Si;No;No;No;14;2;635,155416;1201,084584;7;5;10;5;10;10;3;7;2;2;Q1;Si;No;No;No;8;Si;No;No;No;No;2019
1;36;Noruega;No;Si;No;No;No;7;2;300,6385007;568,5100993;3;3;8;3;8;7;4;1;2;2;Q1;Si;No;Si;No;2;Si;No;No;No;No;2019
6;57;Alemania;No;Si;No;No;No;8;1;1000;800;17;6;8;3;8;8;4;4;4;3;Q1;Si;No;No;No;3;No;No;No;Si;No;2019
6;73;Noruega;No;Si;No;Si;No;21;3;1340,843301;2535,546699;7;5;10;3;10;10;4;7;2;3;Q1;Si;No;No;No;5;No;No;No;No;Si;2019
1;45;Noruega;No;No;No;No;Si;7;3;406,4977367;768,6908633;6;5;10;4;10;10;4;1;2;1;Q1;Si;No;Si;No;4;Si;No;No;No;No;2019
1;53;España;No;Si;No;No;No;6;2;109,8747405;218,1095595;5;1;10;4;10;10;3;1;3;4;Q1;Si;No;Si;No;5;Si;No;Si;No;No;2019
1;52;España;Si;No;No;No;No;2;3;700;300;20;9;7;3;6;7;4;1;3;4;Q1;Si;No;No;No;14;Si;Si;No;No;No;2019
6;66;Suiza;No;Si;No;No;No;8;5;1196,458938;1799,941062;8;8;9;3;7;7;4;7;4;2;Q1;Si;No;No;No;4;Si;No;No;No;No;2019
1;50;España;Si;No;No;No;No;2;2;149,99625;249,99375;4;2;7;3;6;6;4;1;2;1;Q1;No;No;Si;No;16;No;No;No;No;Si;2019
6;55;España;No;Si;No;No;No;10;3;351,75;698,25;3;1;9;4;10;10;4;10;1;2;Q1;Si;No;No;No;10;No;Si;No;No;No;2019
6;48;España;No;Si;No;No;No;7;1;505,1948405;1002,84946;4;2;10;3;8;10;4;1;4;2;Q1;Si;Si;Si;No;10;Si;No;No;Si;No;2019
6;64;Reino Unido;No;Si;No;No;No;8;2;178,3717647;1337,788235;3;0;10;3;10;10;4;7;2;1;Q1;Si;No;No;No;24;Si;No;No;No;No;2019
6;25;Italia;No;Si;No;No;No;5;3;66,89047619;635,4595238;2;2;10;3;10;10;4;1;2;2;Q1;Si;Si;Si;No;12;Si;No;Si;No;No;2019
6;48;Reino Unido;No;Si;No;Si;No;4;2;445,9323077;2452,627692;20;17;10;5;10;10;4;2;1;4;Q1;Si;No;No;No;5;Si;No;Si;No;No;2019
1;55;Reino Unido;No;Si;No;No;No;9;4;156,0852632;1114,894737;5;4;9;3;10;10;3;1;3;2;Q1;No;No;Si;No;4;Si;No;No;No;No;2019
1;69;Reino Unido;No;Si;No;No;No;7;2;412,0819411;1280,246359;4;0;8;3;5;5;4;7;2;2;Q1;Si;No;No;No;1;No;No;No;No;Si;2019
6;39;Italia;Si;No;No;No;No;22;5;60,00923077;200,0307692;12;2;10;5;10;10;4;2;2;2;Q1;No;No;Si;No;2;No;No;No;No;Si;2019
1;69;Dinamarca;No;Si;No;No;No;7;3;507,4175207;959,5310793;10;3;9;3;10;10;4;1;4;2;Q1;Si;No;Si;No;4;No;No;No;No;Si;2019
1;45;Otros;No;Si;No;No;No;10;2;700;700;15;15;10;4;10;10;4;2;3;3;Q1;Si;No;No;No;8;Si;No;No;No;No;2019
6;55;España;No;No;No;No;Si;4;4;2400;720;10;10;8;3;10;10;4;1;3;2;Q1;Si;No;No;No;14;No;No;No;No;Si;2019
6;68;España;No;No;No;No;Si;7;1;714,1343405;1417,60996;7;0;10;3;10;10;4;7;2;1;Q1;Si;Si;No;No;8;No;Si;No;No;No;2019
1;64;España;Si;No;No;Si;No;2;2;150;180;20;9;8;3;9;9;3;1;3;2;Q1;Si;No;No;No;16;No;No;No;No;Si;2019
6;54;España;No;No;No;No;Si;4;4;75,00952381;240,0304762;4;2;10;3;10;10;3;1;2;2;Q1;Si;No;Si;No;10;Si;Si;No;No;No;2019
1;56;España;No;Si;No;No;No;7;4;203,6747405;404,3095595;5;5;10;4;9;9;4;1;4;3;Q1;Si;No;No;No;15;No;No;No;No;Si;2019
6;61;Paises Bajos;No;Si;No;Si;No;10;4;207,830309;669,460991;7;7;8;2;5;8;4;1;2;2;Q1;Si;No;No;No;6;No;No;No;No;Si;2019
1;59;España;Si;No;No;No;No;4;2;330;350;5;3;8;3;8;8;4;1;3;2;Q1;Si;No;No;No;14;No;No;No;No;Si;2019
6;44;España;Si;No;No;No;No;4;2;250;360;4;1;10;3;10;10;3;1;2;1;Q1;No;No;No;No;14;No;No;No;No;Si;2019
1;45;España;Si;No;No;No;No;5;4;165;240;15;2;9;3;10;10;4;1;4;5;Q1;No;No;Si;No;10;Si;No;Si;No;No;2019
6;47;España;No;Si;No;No;No;4;6;450;350;5;3;10;5;10;10;4;3;2;3;Q1;No;No;Si;No;10;Si;Si;No;No;No;2019
6;59;España;No;Si;No;Si;No;7;3;469;931;3;0;8;4;8;8;3;1;1;2;Q1;No;No;Si;No;10;Si;No;No;No;No;2019
6;51;España;Si;No;No;No;No;3;3;110,55;219,45;20;19;7;3;8;8;4;3;2;2;Q1;No;No;No;No;10;No;No;No;No;Si;2019
6;65;España;No;Si;No;No;No;10;2;994,2747405;1973,70956;12;8;10;5;10;10;3;7;2;2;Q1;Si;No;No;No;6;Si;No;No;No;No;2019
6;39;España;No;Si;No;No;No;10;4;170,1747405;337,8095595;3;0;10;5;10;10;4;7;1;2;Q1;Si;Si;No;No;8;Si;Si;Si;No;No;2019
1;46;España;Si;No;No;No;No;4;5;150;250;3;3;10;5;10;10;4;2;2;4;Q1;Si;No;No;No;15;No;No;No;No;Si;2019
6;75;España;No;Si;No;No;No;7;2;907,1747405;1800,80956;6;4;8;4;7;8;4;3;3;2;Q1;No;No;No;No;2;No;No;No;No;Si;2019
1;54;España;Si;No;No;No;No;1;2;130;140;10;1;9;3;10;10;4;1;3;4;Q1;Si;No;Si;No;16;No;No;No;No;Si;2019
6;53;España;No;No;Si;No;No;4;1;150,0094787;483,0305213;4;0;7;3;5;6;3;2;2;4;Q1;Si;No;No;No;1;Si;No;No;No;No;2019
1;22;Noruega;No;No;No;No;Si;10;6;224,4540984;1020,245902;13;13;8;3;9;9;4;1;2;1;Q1;No;Si;No;No;7;Si;No;No;Si;No;2019
1;38;Noruega;No;Si;No;No;No;14;3;458,76717;867,53283;2;2;8;3;8;8;4;1;2;2;Q1;Si;No;No;No;10;No;No;No;No;Si;2019
6;58;Noruega;No;No;No;Si;No;6;1;510,0857143;1632,274286;5;3;8;3;9;9;4;2;4;2;Q1;Si;No;No;No;4;No;No;No;No;Si;2019
6;59;Noruega;No;No;No;No;Si;7;4;494,042052;934,237948;4;3;9;3;10;10;4;1;4;1;Q1;No;No;Si;No;14;Si;No;Si;No;No;2019
1;31;Noruega;No;Si;No;No;No;7;2;204,0266667;1020,133333;4;3;8;3;8;8;3;1;3;2;Q1;Si;Si;Si;No;7;Si;No;No;No;No;2019
1;53;Noruega;No;No;Si;Si;No;7;4;582,9620807;1102,386519;10;9;8;3;10;10;3;2;3;3;Q1;Si;No;No;No;5;No;No;No;No;Si;2019
1;45;Noruega;No;Si;No;No;No;7;2;477,1028447;902,2057553;4;4;10;3;10;10;4;1;3;2;Q1;Si;No;Si;No;6;Si;No;Si;No;No;2019
1;65;Noruega;No;Si;No;No;No;7;4;198,3143627;375,0142373;3;2;8;3;6;8;4;7;4;2;Q1;Si;No;No;No;12;Si;No;No;No;No;2019
1;41;Noruega;No;Si;Si;No;No;7;3;1158,408239;2190,560361;2;2;7;3;8;8;3;1;4;4;Q1;Si;No;Si;No;4;No;No;No;No;Si;2019
6;53;Noruega;No;Si;No;Si;No;14;5;811,61976;1534,78024;8;3;10;3;9;9;4;1;4;2;Q1;Si;No;No;No;5;No;No;No;No;Si;2019
6;56;Suecia;No;Si;No;No;No;7;2;690,409482;1305,570518;7;7;7;3;7;7;3;2;4;2;Q1;No;No;Si;No;9;No;No;No;No;Si;2019
1;51;Finlandia;Si;No;No;No;No;7;5;183,5202197;347,0383803;10;9;10;4;10;10;4;1;4;2;Q1;Si;No;No;No;6;No;No;No;No;Si;2019
6;68;Suecia;No;Si;No;No;No;7;3;535,7951567;1013,193443;10;5;10;3;10;10;4;7;4;2;Q1;Si;No;Si;No;2;Si;No;No;No;No;2019
1;65;Suecia;No;Si;Si;No;No;7;2;688,6760387;1302,292561;15;13;7;3;7;7;3;7;3;2;Q1;Si;No;No;No;10;Si;No;No;No;No;2019
1;45;Suecia;No;Si;No;No;No;6;2;655,0130507;1238,635549;4;4;8;3;8;8;3;3;3;5;Q1;Si;No;No;No;10;Si;No;No;No;No;2019
6;71;Suecia;No;Si;No;No;No;14;2;890,8061627;1684,522437;14;6;10;3;10;10;4;3;2;2;Q1;Si;No;Si;No;6;Si;No;No;No;No;2019
1;62;Suecia;No;Si;No;No;No;14;2;722,3805347;1366,028065;3;3;7;3;8;9;3;7;3;2;Q1;Si;No;Si;No;8;No;No;No;No;Si;2019
6;30;Suecia;No;No;No;No;Si;7;2;2237,920631;4231,927969;2;2;10;5;10;10;3;1;2;1;Q1;Si;No;No;No;10;Si;No;No;No;No;2019
1;37;Suecia;No;Si;No;Si;No;6;3;419,2891187;792,8794813;4;4;8;5;8;9;4;6;2;2;Q1;Si;No;Si;No;8;Si;No;No;No;No;2019
1;68;Suecia;No;Si;No;No;No;7;2;638,1677207;1206,780879;7;7;8;3;7;7;3;7;3;2;Q1;Si;No;Si;No;9;No;No;No;No;Si;2019
1;63;Suecia;No;Si;No;No;No;7;4;573,1316027;1083,796997;16;15;10;4;10;10;3;2;2;2;Q1;Si;No;Si;No;6;No;No;No;No;Si;2019
1;63;Suecia;No;Si;No;No;No;7;2;247,3214747;467,6871253;5;5;9;4;7;9;4;7;4;2;Q1;Si;No;Si;No;2;No;No;No;Si;No;2019
6;63;Suecia;No;Si;No;No;No;14;4;452,9382707;856,5103293;20;17;8;3;9;9;3;7;1;2;Q1;Si;No;No;No;8;Si;No;No;Si;No;2019
6;52;Suecia;No;Si;No;No;No;7;2;269,442264;509,517736;8;1;10;3;10;10;4;7;4;2;Q1;Si;No;No;No;9;Si;No;No;No;No;2019
1;47;Suecia;No;Si;No;No;No;14;2;1294,969559;2448,799041;15;14;9;4;10;7;2;3;3;2;Q1;No;No;Si;No;2;Si;No;No;No;No;2019
6;50;Suecia;No;Si;Si;No;No;14;3;1227,560567;2321,328033;12;7;8;3;10;10;4;2;1;4;Q1;Si;No;No;No;2;Si;No;No;No;No;2019
6;50;Dinamarca;No;Si;No;No;No;7;2;460,7832827;871,3453173;7;6;9;3;10;10;4;1;4;2;Q1;Si;No;No;No;2;No;Si;No;No;No;2019
6;52;Dinamarca;No;No;No;No;Si;7;4;880,5398507;1665,108749;2;2;10;5;10;10;4;7;3;2;Q1;Si;No;No;No;7;No;No;No;No;Si;2019
1;73;Suecia;No;Si;No;No;No;7;4;336,80283;636,89717;2;2;9;3;10;9;4;7;3;2;Q1;Si;No;No;No;10;Si;No;No;No;No;2019
1;80;Dinamarca;No;Si;No;No;No;14;3;979,464276;1852,175724;5;1;9;4;10;10;4;7;3;2;Q1;Si;No;No;No;3;No;No;No;No;Si;2019
6;69;Dinamarca;No;Si;No;No;No;7;4;199,6218647;377,4867353;23;8;10;3;10;10;4;7;2;2;Q1;No;No;No;No;8;No;No;No;No;Si;2019
6;72;Dinamarca;No;Si;No;No;No;7;3;600,6790787;1135,889521;3;3;9;3;7;7;4;7;4;2;Q1;Si;No;No;No;6;Si;No;No;No;No;2019
1;39;Otros;No;No;Si;No;No;10;6;600;700;4;2;8;4;7;7;4;3;1;4;Q1;Si;No;Si;No;6;Si;No;No;No;No;2019
1;55;Dinamarca;No;Si;No;Si;No;10;2;460,7971187;871,3714813;3;3;8;3;9;9;4;1;3;2;Q1;Si;No;No;No;5;Si;No;Si;No;No;2019
1;67;Paises Bajos;No;No;No;No;Si;7;4;297,847571;959,423729;3;3;8;3;5;7;4;1;2;1;Q1;Si;No;No;No;10;Si;No;No;No;No;2019
6;56;Paises Bajos;No;Si;No;No;No;7;1;563,175571;1814,095729;20;0;9;4;10;9;4;1;4;2;Q1;No;Si;No;No;4;No;No;No;Si;No;2019
1;72;Paises Bajos;No;Si;No;No;No;6;1;307,960524;991,999476;11;4;8;3;7;7;3;4;2;2;Q1;Si;No;Si;No;6;Si;No;No;No;No;2019
6;37;Otros;No;No;Si;No;No;14;2;652,121736;1347,638264;4;2;9;3;10;10;4;1;2;4;Q1;Si;No;No;No;1;No;No;No;No;Si;2019
1;79;Paises Bajos;No;Si;No;No;No;2;2;160,431357;516,779943;15;15;9;4;9;10;4;7;3;2;Q1;No;No;Si;No;10;No;No;No;No;Si;2019
1;39;Paises Bajos;No;Si;No;Si;No;14;4;218,989808;1499,930192;2;2;10;4;10;10;3;2;2;1;Q1;Si;Si;No;No;5;Si;No;Si;No;No;2019
6;58;Paises Bajos;No;No;No;No;Si;8;4;113,070309;364,220991;3;3;9;3;10;10;4;2;1;2;Q1;Si;No;No;No;10;Si;No;No;No;No;2019
6;52;Paises Bajos;No;Si;No;No;No;7;4;260,0060465;600,0139535;6;1;8;4;8;8;4;4;2;2;Q1;No;No;Si;No;6;Si;No;No;No;No;2019
1;37;Paises Bajos;No;Si;No;No;No;7;2;231,515571;745,755729;6;1;10;3;10;10;4;1;2;2;Q1;Si;No;No;No;8;Si;No;No;No;No;2019
6;48;Paises Bajos;No;Si;No;No;No;7;4;231,515571;745,755729;10;10;8;3;10;10;3;1;3;3;Q1;Si;No;No;No;12;Si;No;Si;No;No;2019
6;63;Paises Bajos;No;No;Si;No;No;3;3;61,43084697;197,880453;1;0;8;4;6;6;3;10;2;2;Q1;No;No;Si;No;11;Si;No;No;No;No;2019
6;49;Paises Bajos;No;No;No;No;Si;5;1;800;2200;2;0;9;3;9;9;4;1;4;4;Q1;Si;No;No;No;4;Si;No;No;No;No;2019
6;45;Paises Bajos;No;Si;No;No;No;7;2;302,590309;974,700991;2;0;8;4;8;9;3;2;2;2;Q1;No;No;Si;No;6;Si;No;No;No;No;2019
6;56;España;No;Si;No;No;No;8;2;438,1479405;869,7563595;3;1;10;3;10;10;3;2;2;3;Q1;Si;No;Si;No;6;Si;Si;No;No;No;2019
6;47;España;No;No;Si;No;No;5;2;299,9863636;799,9636364;3;1;10;5;10;10;3;2;2;3;Q1;No;Si;No;No;5;Si;No;No;No;No;2019
1;40;España;No;No;No;No;Si;1;5;400;200;4;2;8;5;10;7;4;2;4;5;Q1;No;No;No;No;16;No;No;No;No;Si;2019
1;50;Alemania;No;Si;No;No;No;8;2;800;900;4;1;6;3;6;6;3;2;2;3;Q1;Si;No;No;No;2;Si;No;No;No;No;2019
6;68;Otros;No;Si;No;No;No;7;1;772,3331856;1596,060514;12;5;10;3;10;10;4;7;2;2;Q1;Si;No;No;No;6;Si;No;No;No;No;2019
6;57;Paises Bajos;No;Si;No;No;No;8;4;255,210309;822,080991;16;16;9;4;10;10;4;7;1;2;Q1;Si;No;No;No;8;Si;No;No;No;No;2019
1;25;Otros;No;No;No;No;Si;4;4;45,00704324;445,5929568;3;3;10;5;10;10;3;2;3;1;Q1;Si;No;Si;No;12;Si;No;No;No;No;2019
1;57;Alemania;No;Si;No;No;No;7;2;555,1577034;1013,084397;2;2;10;4;8;10;4;1;3;2;Q1;Si;No;Si;No;4;Si;No;No;Si;No;2019
6;50;Alemania;No;No;No;No;Si;6;4;84,99116883;299,9688312;3;1;9;4;10;10;4;1;1;1;Q1;No;Si;Si;No;9;Si;Si;No;No;No;2019
6;67;Alemania;Si;No;No;No;No;7;2;271,9470834;496,2650166;2;2;10;3;10;10;2;2;1;1;Q1;No;No;No;No;1;Si;No;No;No;No;2019
6;62;Alemania;No;Si;No;No;No;1;5;1121,940907;2122,538293;9;9;10;3;10;10;4;1;2;2;Q1;Si;No;No;No;8;Si;Si;No;No;No;2019
6;63;Finlandia;No;Si;Si;Si;No;8;5;260,008125;2300,071875;8;8;9;3;9;9;4;7;4;3;Q1;Si;No;Si;No;3;Si;Si;No;No;No;2019
6;68;Finlandia;No;No;No;No;Si;12;6;320;400;2;2;9;3;10;10;3;1;3;1;Q1;Si;Si;Si;No;12;Si;No;Si;No;No;2019
6;57;Finlandia;No;Si;No;No;No;7;5;500,027027;240,012973;4;0;8;3;7;7;4;1;4;2;Q1;Si;No;Si;No;8;Si;Si;No;Si;No;2019
6;34;Otros;No;No;Si;No;No;12;6;247,9626667;339,3173333;2;2;9;3;10;9;4;1;4;3;Q1;No;Si;No;No;8;Si;No;No;No;No;2019
1;41;Finlandia;No;No;Si;No;No;7;4;293,6651567;555,3234433;2;2;8;3;6;8;3;1;2;2;Q1;No;No;Si;No;8;Si;No;No;No;No;2019
6;44;Finlandia;No;Si;No;No;No;7;5;399,9893333;349,9906667;6;5;9;3;10;10;3;3;2;3;Q1;Si;Si;Si;No;9;Si;Si;No;No;No;2019
6;65;Finlandia;Si;No;No;No;No;7;6;220,0118919;150,0081081;5;0;10;3;10;10;4;7;2;2;Q1;Si;No;Si;No;12;Si;Si;No;No;No;2019
6;65;Finlandia;No;Si;No;No;No;7;5;500,01;500,01;8;4;8;3;7;7;4;3;2;1;Q1;Si;No;No;No;8;Si;No;No;No;No;2019
6;63;Otros;No;Si;No;Si;No;8;3;142,9699686;295,4537314;17;6;9;3;8;8;4;1;1;2;Q1;Si;Si;No;No;12;Si;No;No;No;No;2019
1;60;Otros;No;No;No;No;Si;14;1;200,0096;2300,1104;5;3;9;3;10;8;4;7;2;2;Q1;Si;No;No;No;10;Si;No;No;Si;No;2019
1;43;Paises Bajos;No;No;No;No;Si;9;4;124,988764;319,971236;6;6;7;3;9;8;3;1;3;5;Q1;No;No;Si;No;10;Si;Si;Si;No;No;2019
6;56;Paises Bajos;No;Si;No;No;No;7;1;397,345571;1279,925729;11;7;9;3;10;10;3;1;1;2;Q1;Si;No;No;No;10;Si;No;No;No;No;2019
1;25;Alemania;No;Si;No;No;No;14;2;1369,378943;2498,923157;6;5;10;3;10;10;4;3;4;2;Q1;No;No;Si;No;1;Si;Si;No;Si;No;2019
6;44;Alemania;No;Si;No;No;No;6;5;1037,4;1962,6;4;2;8;3;8;8;4;1;4;2;Q1;Si;No;Si;No;10;Si;No;No;No;No;2019
6;56;Alemania;No;Si;No;No;No;8;3;349,8306234;638,3914766;1;1;10;4;10;10;1;1;4;2;Q1;No;No;Si;No;8;Si;No;No;No;No;2019
1;25;Alemania;No;Si;No;No;No;6;3;110;280;4;4;8;3;5;5;4;1;2;2;Q1;No;No;Si;No;8;Si;No;No;Si;No;2019
1;52;Reino Unido;No;Si;No;No;No;3;4;65,77548387;245,2645161;22;22;10;4;10;10;1;1;2;1;Q1;No;No;Si;No;14;Si;No;Si;No;No;2019
1;45;Reino Unido;No;No;No;No;Si;3;4;55,74857143;139,3714286;6;3;9;5;10;9;3;2;1;1;Q1;No;Si;No;No;15;Si;Si;Si;No;No;2019
6;35;Reino Unido;No;Si;No;No;No;4;4;89,57593105;278,292369;1;1;10;5;10;10;4;1;3;4;Q1;Si;Si;Si;No;14;Si;Si;No;No;No;2019
1;30;Italia;No;No;Si;No;No;7;2;499,9716981;1089,938302;4;1;8;3;8;8;4;3;1;3;Q1;Si;No;No;No;6;Si;Si;No;No;No;2019
1;48;Italia;No;Si;No;No;No;7;4;400,0086022;530,0113979;6;6;8;3;8;8;4;1;2;2;Q1;Si;No;Si;No;12;Si;No;No;No;No;2019
6;46;Italia;No;Si;No;No;No;7;1;199,9822222;699,9377778;3;0;9;5;10;10;4;2;4;6;Q1;Si;No;No;No;12;Si;No;No;No;No;2019
1;68;Bélgica;No;Si;No;No;No;7;1;625,2124416;1817,023658;7;3;9;3;8;8;4;7;2;2;Q1;No;No;No;No;10;No;No;No;No;Si;2019
6;49;Otros;No;Si;No;No;No;7;6;60,00521739;400,0347826;8;5;10;3;10;10;4;2;1;2;Q1;No;No;Si;No;8;Si;No;No;No;No;2019
1;38;Otros;No;Si;No;No;No;10;6;40;400;2;1;8;3;8;7;4;3;1;1;Q1;Si;No;Si;No;8;No;No;No;No;Si;2019
1;57;Italia;No;Si;No;No;No;7;3;200;500;2;1;9;4;9;9;2;3;3;2;Q1;No;No;Si;No;6;Si;No;No;No;No;2019
6;56;Italia;Si;No;No;No;No;8;2;200;960;7;4;9;3;10;10;4;1;3;2;Q1;Si;No;Si;No;12;Si;No;No;No;No;2019
1;40;Italia;No;No;Si;No;No;12;4;1000;1460;4;4;9;3;10;10;4;2;4;4;Q1;Si;No;No;No;12;Si;No;No;No;No;2019
1;63;Alemania;No;Si;No;No;No;1;5;1156,520907;2187,958293;3;3;9;3;9;9;4;3;4;2;Q1;No;No;No;No;6;Si;Si;No;No;No;2019
1;72;Alemania;No;Si;No;No;No;1;5;706,9670754;1337,472125;2;1;8;5;10;10;3;7;2;2;Q1;No;No;Si;No;6;Si;No;No;No;No;2019
1;73;Alemania;No;No;Si;No;No;1;5;430,3685714;814,1906286;7;2;9;3;8;8;4;7;1;1;Q1;Si;No;No;No;6;Si;No;No;No;No;2019
1;56;Dinamarca;No;No;No;No;Si;7;3;647,3444477;1224,134152;1;0;7;3;7;7;4;1;4;3;Q1;Si;No;No;No;4;Si;No;No;No;No;2019
6;71;Dinamarca;No;Si;No;Si;No;14;3;746,24466;1411,15534;5;3;10;5;10;10;4;7;4;2;Q1;Si;No;No;No;2;No;No;No;No;Si;2019
6;56;Dinamarca;No;No;No;No;Si;7;1;1346,979083;2547,149517;6;3;10;3;9;9;4;1;4;2;Q1;Si;No;No;No;2;No;No;No;Si;No;2019
6;65;Suecia;Si;No;No;No;No;7;4;331,7037797;627,2548203;8;6;10;3;8;10;4;4;2;1;Q1;Si;No;No;No;3;Si;Si;No;Si;No;2019
1;23;Dinamarca;No;No;No;No;Si;7;4;274,2463307;518,6022693;3;2;8;3;9;9;3;1;2;3;Q1;Si;Si;Si;No;10;No;Si;No;No;No;2019
1;69;Dinamarca;No;Si;No;No;No;7;2;839,513136;1587,526864;4;4;9;3;8;8;4;7;4;2;Q1;Si;No;Si;No;6;Si;No;No;No;No;2019
1;54;Dinamarca;No;Si;No;No;No;7;3;694,0028987;1312,365701;6;3;7;3;7;7;4;1;4;2;Q1;Si;No;No;No;5;No;No;No;No;Si;2019
6;64;Francia;No;Si;No;No;No;30;6;490;1400;3;3;8;3;10;10;2;7;2;1;Q1;Si;No;Si;No;10;Si;No;No;No;No;2019
6;65;Dinamarca;No;Si;No;No;No;7;4;204,2776787;386,2909213;8;8;7;3;8;8;4;7;4;2;Q1;No;Si;No;No;8;No;No;No;No;Si;2019
1;75;Dinamarca;No;Si;No;No;No;8;3;787,2713747;1488,737225;10;9;9;3;10;10;4;7;3;2;Q1;Si;No;No;No;3;Si;No;No;No;No;2019
6;45;Dinamarca;No;No;Si;No;No;7;3;1165,977015;2204,872985;2;2;7;3;6;7;3;1;4;2;Q1;No;Si;No;No;3;No;No;No;No;Si;2019
6;60;Dinamarca;Si;No;No;No;No;30;4;40,30838248;599,8916175;2;0;6;3;3;3;4;3;3;6;Q1;Si;Si;No;No;10;No;No;No;No;Si;2019
6;55;Dinamarca;No;Si;Si;No;No;14;3;1906,686791;3605,561809;24;24;10;4;10;10;1;1;2;2;Q1;Si;No;Si;No;6;Si;No;Si;No;No;2019
1;50;Dinamarca;No;Si;No;No;No;7;4;386,1588167;730,2297833;3;3;8;3;10;10;4;2;3;2;Q1;Si;No;Si;No;2;No;No;No;No;Si;2019
1;69;Dinamarca;No;Si;No;No;No;7;2;344,1734747;650,8351253;7;7;9;3;9;9;4;7;3;2;Q1;Si;No;No;No;3;Si;No;No;No;No;2019
6;30;Reino Unido;No;Si;Si;No;No;7;4;334,432;501,648;7;1;9;4;10;10;4;2;4;2;Q1;Si;Si;No;No;4;Si;No;No;No;No;2019
